Region,Birth Rate,CO2 Emissions,Energy Usage,GDP,Health Exp/Capita,Lending Interest,Life Expectancy Female,Life Expectancy Male,Population Total
The Americas,0.022,32636,12428,67513698000,335,,79,73,15001072
The Americas,0.02,6249,4210,21418300000,238,,76,67,6218195
The Americas,0.015,634,,,,,73,69,56905
The Americas,0.019,260,,771111097,438,0.106,75,70,104677
The Americas,0.032,11118,10251,41338007893,198,0.133,75,68,14341576
The Americas,0.022,1701,,2259288396,188,0.145,68,63,786126
The Americas,0.027,2120,2409,6622541529,45,0.175,64,60,9896400
The Americas,0.027,8108,4567,15839344592,176,0.189,75,70,7621204
The Americas,0.015,7158,2830,13230844040,255,0.205,76,70,2690824
The Americas,0.02,443674,178924,1051630000000,603,0.053,79,74,117886404
The Americas,0.024,4547,2951,8938210560,112,0.133,77,71,5822209
The Americas,0.02,9633,3710,28814100000,627,0.077,80,74,3678128
The Americas,0.024,5075,4789,20030529733,271,0.26,74,70,6459721
The Americas,0.021,57579,19207,148510000000,257,0.19,77,71,29262830
The Americas,0.011,,,98381268000,,,82,74,3721208
The Americas,,,,,,,,,37850
The Americas,,249,,692222222,739,0.086,,,52352
The Americas,0.016,403,,1252222222,525,0.106,77,72,177397
The Americas,0.017,,,,,,82,76,30235
The Americas,0.017,209,,681481481,293,0.092,74,70,109316
The Americas,0.018,2384,,4368033802,483,0.116,74,67,524960
The Americas,0.015,50682,21370,20758191858,805,0.093,73,66,1328095
The Americas,,161,,,,,,,30993
The Americas,0.013,5433057,2215504,14958300000000,8254,0.033,81,76,309326295
The Americas,0.015,6645,4174,38881102075,998,0.103,80,73,3371982
The Americas,0.021,201747,75502,393802000000,639,0.183,77,71,29043283
The Americas,0.011,,,,,,82,76,106267
Africa,0.025,,41852,199071000000,233,0.08,72,69,37762962
Africa,0.046,,13576,104116000000,178,0.188,53,50,20180490
Africa,0.037,,3761,7294900431,34,,60,58,9779795
Africa,0.024,,2215,15292424757,404,0.11,46,47,1986701
Africa,0.042,,,10395757480,39,,56,55,15995313
Africa,0.045,,,2355652064,21,0.132,55,51,9540362
Africa,0.038,,6720,25486923059,64,,55,53,21156272
Africa,0.035,,,2195599491,19,,51,47,4436217
Africa,0.047,,,12156380062,25,,51,49,12080037
Africa,0.036,,,610372697,31,0.105,62,59,700216
Africa,0.044,,24497,23831631365,15,0.438,51,48,63931512
Africa,0.038,,1659,14425606793,85,,59,56,4225359
Africa,0.037,,11233,24074553674,84,,51,49,19389954
Africa,0.028,,,1239144502,119,0.106,62,59,846646
Africa,0.024,,77649,236001000000,137,0.11,73,68,79392466
Africa,0.036,,,15715842151,1051,,54,51,715996
Africa,0.038,,765,2607739837,12,,64,59,5932852
Africa,0.034,,34064,31367606700,14,,64,61,89393063
Africa,0.032,,1997,18796191833,401,,64,62,1594034
Africa,0.043,,,898282866,24,0.28,60,57,1734966
Africa,0.032,,10550,39564970070,83,,62,60,24820706
Africa,0.038,,,5067360041,27,,56,55,11161530
Africa,0.038,,,967762549,35,,55,52,1624228
Africa,0.036,,20179,34313315840,35,0.15,62,59,42027891
Africa,0.028,,,2487352968,146,0.104,48,48,2029516
Africa,0.037,,,1537753885,59,0.138,61,59,4079697
Africa,0.022,,13342,34699395524,211,0.06,77,73,6103233
Africa,0.035,,,9853981624,19,0.525,65,62,21678934
Africa,0.04,,,5627898037,30,0.238,54,54,15457531
Africa,0.048,,,10647545670,51,,54,54,14416737
Africa,0.035,,,4136083856,51,0.17,63,60,3702763
Africa,0.011,,,11252405860,450,0.089,77,70,1286051
Africa,0.022,,17283,99211339029,195,,72,69,32059424
Africa,0.04,,10202,12547888400,33,0.191,50,49,24581367
Africa,0.027,,1589,12451760766,486,0.087,66,61,2217618
Africa,0.05,,,6411842066,25,,58,57,16511462
Africa,0.042,,118325,411744000000,85,0.16,52,51,164192925
Africa,0.036,,,6406727020,62,,65,61,11144315
Africa,0.036,,,248286778,108,0.27,68,64,183177
Africa,0.038,,3515,14440676498,54,,65,62,13330737
Africa,0.019,,,1059593023,413,0.112,78,68,87441
Africa,0.038,,,2932273988,82,0.21,45,45,5865491
Africa,0.045,,,,,,56,53,9907903
Africa,0.021,,141372,403894000000,670,0.09,57,53,51579599
Africa,0.037,,,20782116982,32,,55,53,10381110
Africa,0.034,,16622,67320812663,119,,63,60,36430923
Africa,0.031,,,4145772237,270,0.09,48,49,1212159
Africa,0.04,,20747,23874165047,38,0.15,61,59,46354607
Africa,0.037,,2764,3756023048,43,,57,55,6472304
Africa,0.019,,9504,45951129422,304,,77,73,10673800
Africa,0.044,,,15493320082,41,0.218,59,57,35148064
Africa,0.043,,8462,19201691493,87,0.188,57,54,13633796
Africa,0.032,,9312,10956226611,,,56,55,13358738
Asia,0.037,,,17870159082,48,0.151,61,59,29105480
Asia,0.014,,2716,10142342770,127,0.178,78,71,2964120
Asia,0.019,,12561,65951627200,359,0.19,74,68,9173082
Asia,0.021,,31294,111906000000,27,0.133,71,69,152862431
Asia,0.02,,,1840841618,94,0.14,68,67,729429
Asia,0.016,,3832,16691360399,917,0.055,80,76,406512
Asia,0.026,,5333,12829541141,49,,74,68,14605862
Asia,0.012,,2727728,7321890000000,274,0.066,76,74,1344130000
Asia,0.014,,3543,14434619972,310,0.15,78,70,4483350
Asia,0.014,,14894,248514000000,,0.05,87,80,7071600
Asia,0.021,,749447,1880100000000,62,0.102,68,64,1221156319
Asia,0.02,,209009,845932000000,99,0.124,72,68,243801639
Asia,0.008,,461468,5905630000000,4641,0.015,86,79,127817277
Asia,0.023,,78101,188049000000,458,,74,64,16556600
Asia,0.014,,19037,,,,73,66,24631291
Asia,0.009,,260440,1202460000000,1652,0.058,84,78,49779440
Asia,0.027,,3097,6197766119,71,0.402,74,66,5514600
Asia,0.028,,,8254088067,35,,69,66,6521314
Asia,0.01,,,36634742799,,0.053,82,78,546278
Asia,0.018,,75907,289259000000,384,0.049,77,72,28758968
Asia,0.022,,,2162990126,525,0.102,78,76,331964
Asia,0.023,,3607,8761426371,190,0.166,71,63,2754209
Asia,0.018,,14056,,19,0.163,67,63,52350763
Asia,0.022,,10391,18850351853,41,,69,66,27156367
Asia,0.026,,84845,213686000000,36,0.144,67,65,176166353
Asia,0.025,,40452,224095000000,105,0.067,72,65,95053437
Asia,0.01,,33447,274065000000,2144,0.054,84,80,5183700
Asia,0.018,,10421,59178013928,93,0.094,77,71,20869000
Asia,0.033,,2395,6522732203,48,0.248,71,64,7814850
Asia,0.011,,119147,345672000000,214,0.069,77,71,66576332
Asia,0.036,,,1128300000,46,0.11,68,65,1120392
Asia,0.022,,24710,29233333333,114,,69,61,5106668
Asia,0.022,,47755,45324319955,91,,71,65,29339400
Asia,0.016,,61210,135539000000,93,0.17,80,71,87840000
Europe,0.013,,2173,12890867763,243,0.124,80,74,2829337
Europe,,,,,3053,,,,77865
Europe,0.009,,33019,415984000000,5643,,84,78,8406187
Europe,0.012,,29501,59734593905,311,0.136,77,65,9473000
Europe,0.012,,59094,513318000000,4914,,83,78,11047744
Europe,0.009,,7095,18252896439,471,0.074,79,73,3839322
Europe,0.01,,19216,53542780661,522,0.106,78,71,7348328
Europe,0.01,,8439,61520901516,992,0.097,80,74,4280622
Europe,0.012,,2368,24851264943,2123,,82,77,1116513
Europe,0.01,,43429,216061000000,1545,0.057,81,75,10496088
Europe,0.011,,17997,333744000000,6521,,82,78,5570572
Europe,0.011,,5603,22542967739,928,0.061,81,71,1327439
Europe,0.012,,,,,,84,79,49551
Europe,0.011,,34749,262379000000,4411,,84,77,5388272
Europe,0.013,,252827,2782210000000,4968,,86,79,65343588
Europe,0.008,,311770,3628110000000,4996,,83,78,81797673
Europe,0.01,,26723,289887000000,2304,,84,78,11123213
Europe,0.009,,24964,137452000000,1096,0.083,79,71,9971727
Europe,0.014,,5731,14042801904,4051,0.077,84,81,319014
Europe,0.016,,13216,226035000000,4306,,83,79,4576794
Europe,,,,,,,,,84654
Europe,0.009,,167416,2196340000000,3339,0.046,85,80,59379449
Europe,0.018,,2528,6630214452,,0.139,72,68,1790957
Europe,0.009,,4371,28480338368,826,0.064,79,69,2059709
Europe,0.011,,,,,,84,80,36388
Europe,0.011,,7287,43083067994,887,,79,68,3028115
Europe,0.011,,4171,58009863403,7751,,84,79,518347
Europe,0.011,,3122,10395222334,344,0.089,77,73,2103890
Europe,0.01,,857,9302057270,1900,0.047,83,79,416268
Europe,0.012,,3331,7016162818,224,0.144,73,65,3559986
Europe,,,,6074506533,7180,,,,37261
Europe,0.012,,1179,4501753898,522,0.097,77,72,620644
Europe,0.011,,77419,832755000000,5997,0.02,83,79,16693074
Europe,0.012,,28137,490807000000,9908,,84,79,4953088
Europe,0.01,,101313,515771000000,915,,81,73,38534157
Europe,0.009,,23084,237888000000,2302,,84,77,10557560
Europe,0.01,,35830,182611000000,480,0.121,78,71,20147528
Europe,0.013,,730970,1904790000000,803,0.085,76,64,142956460
Europe,0.01,,,,3553,0.059,86,80,31048
Europe,0.009,,16185,43749934551,622,0.172,77,72,7234099
Europe,0.011,,17349,95877536836,1415,,80,72,5398384
Europe,0.011,,7249,50250147802,2171,,83,77,2052843
Europe,0.01,,125570,1454530000000,2978,,86,80,46742697
Europe,0.012,,49045,536001000000,5419,,84,80,9449213
Europe,0.01,,25375,658867000000,9248,0.027,85,81,7912398
Europe,0.017,,112459,774754000000,644,,78,71,73058638
Europe,0.011,,126438,163422000000,262,0.159,76,66,45706100
Europe,0.013,,188074,2462480000000,3659,0.005,83,79,63258918
Middle East,0.016,,9506,29044378668,766,0.068,77,76,1292764
Middle East,0.019,,212145,528426000000,483,0.11,75,72,75424285
Middle East,0.032,,40220,191177000000,160,0.136,73,65,31760020
Middle East,0.021,,23254,258217000000,2373,0.06,84,80,7765800
Middle East,0.028,,7064,28840197019,386,0.087,75,72,6181000
Middle East,0.021,,32523,160600000000,1349,0.052,75,73,3124705
Middle East,0.013,,6349,40078938640,646,0.075,82,77,4382790
Middle East,0.022,,25276,69971912138,610,0.062,79,74,3024774
Middle East,0.011,,33285,169805000000,1738,0.055,79,77,1910902
Middle East,0.02,,187070,669507000000,721,,77,74,27761728
Middle East,0.025,,19986,,102,,78,72,21961676
Middle East,0.016,,66108,348595000000,1375,,78,76,8925096
Middle East,0.032,,7260,29207296703,63,0.25,64,61,23304206
Oceania,,,,,,,,,55274
Oceania,0.014,,122888,1386890000000,6114,0.077,84,80,22340000
Oceania,0.021,,,3753485389,167,0.075,73,67,867921
Oceania,0.017,,,,,,78,74,270874
Oceania,0.018,,,,,,81,76,160858
Oceania,0.023,,,172253739,181,,71,65,99250
Oceania,,,,170700000,567,,,,52495
Oceania,0.024,,,310287519,412,0.144,70,68,103424
Oceania,0.016,,,,,,79,73,254000
Oceania,0.014,,18167,163841000000,3715,0.061,83,79,4405200
Oceania,0.03,,,12393604089,74,0.108,64,60,7012977
Oceania,0.027,,,631791993,245,0.1,76,70,187429
Oceania,0.032,,,868574141,124,0.132,69,66,537997
Oceania,0.027,,,423038017,219,0.114,75,69,104554
Oceania,0.027,,,785745262,125,0.055,73,69,241778
The Americas,0.017,,,1127037037,703,0.109,78,73,88152
The Americas,0.017,,80112,557727000000,866,0.141,80,72,40728738
The Americas,0.011,,,2584463687,,0.097,78,73,101932
The Americas,0.015,,,7872584000,1622,0.051,78,72,366331
The Americas,0.013,,,4368900000,935,0.087,77,73,281804
The Americas,0.024,,,1489000000,264,0.134,77,71,316280
The Americas,0.012,,,5550771000,,,82,77,64564
The Americas,0.026,,7704,23948541156,115,0.109,69,65,10324445
The Americas,0.015,,270028,2476690000000,1119,0.439,77,70,196935134
The Americas,0.011,,251845,1778630000000,5656,0.03,83,79,34342780
The Americas,0.015,,,,,,,,56601
The Americas,0.014,,33574,251162000000,1022,0.09,82,76,17308449
The Americas,0.019,,31613,335415000000,466,0.112,77,70,47078792
The Americas,0.016,,4655,41237296807,883,0.161,82,77,4737680
The Americas,0.01,,11187,68233900000,648,,81,77,11276053
The Americas,0.013,,,,,,81,74,150612
The Americas,,,,491481481,402,0.088,,,71401
The Americas,0.022,,7382,55433248935,293,0.156,76,70,10147598
The Americas,0.021,,12942,76769729000,362,,79,73,15246481
The Americas,0.02,,4319,23139000000,252,,77,67,6256242
The Americas,0.014,,,,,,,,56890
The Americas,0.019,,,778518505,481,0.107,75,70,105074
The Americas,0.032,,10163,47654789735,215,0.134,75,68,14706578
The Americas,0.021,,,2576602497,221,0.145,69,63,790882
The Americas,0.026,,3211,7516834160,62,0.116,64,61,10032864
The Americas,0.026,,4740,17710325578,187,0.186,76,71,7776669
The Americas,0.015,,3066,14433926129,273,0.195,76,71,2699838
The Americas,0.019,,186171,1170090000000,609,0.049,79,75,119361233
The Americas,0.024,,3038,9898547558,124,0.105,77,71,5905146
The Americas,0.02,,4058,33270500000,664,0.069,80,74,3740282
The Americas,0.024,,4858,25071193102,352,0.174,74,70,6573097
The Americas,0.02,,20582,170564000000,283,0.187,77,72,29614887
The Americas,0.011,,,100352000000,,,82,75,3686580
The Americas,,,,,,,,,38486
The Americas,,,,728148148,820,0.094,,,52971
The Americas,0.016,,,1295925926,513,0.1,77,72,179271
The Americas,0.017,,,,,,82,76,30615
The Americas,0.017,,,677037037,310,0.091,74,70,109357
The Americas,0.018,,,4363219094,490,0.118,74,67,529761
The Americas,0.015,,20918,23676348287,935,0.08,73,66,1333082
The Americas,,,,,,,,,31726
The Americas,0.013,,2191193,15533800000000,8467,0.033,81,76,311582564
The Americas,0.015,,4430,47236710623,1213,0.098,80,73,3383486
The Americas,0.02,,70198,316482000000,487,0.172,77,71,29500625
The Americas,0.011,,,,,,83,76,105784
Africa,0.025,,,204331000000,279,0.08,73,69,38481705
Africa,0.045,,,115332000000,190,0.167,53,50,20820525
Africa,0.037,,,7543183759,33,,61,58,10050702
Africa,0.024,,,14537490553,384,0.11,46,48,2003910
Africa,0.041,,,10726305450,38,,56,55,16460141
Africa,0.045,,,2472384813,20,0.143,56,52,9849569
Africa,0.038,,,26472637887,59,,56,54,21699631
Africa,0.034,,,2169706411,18,,51,48,4525209
Africa,0.046,,,12887072082,25,,52,50,12448175
Africa,0.036,,,595898770,38,0.105,62,59,717503
Africa,0.043,,,27452795398,15,0.284,51,48,65705093
Africa,0.038,,,13677929162,100,,60,57,4337051
Africa,0.037,,,24680372724,88,,51,50,19839750
Africa,0.028,,,1353632942,129,,63,60,859652
Africa,0.024,,,262832000000,152,0.12,73,69,80721874
Africa,0.036,,,16486743747,1138,,54,51,736296
Africa,0.037,,,3091967480,15,,65,60,6130922
Africa,0.034,,,42805215879,18,,65,61,91728849
Africa,0.032,,,17843815459,397,,64,62,1632572
Africa,0.043,,,914109100,26,0.28,60,57,1791225
Africa,0.031,,,41740897827,83,,62,60,25366462
Africa,0.037,,,5651088170,32,,57,55,11451273
Africa,0.038,,,822320638,30,,56,53,1663558
Africa,0.036,,,40264403585,45,0.197,63,59,43178141
Africa,0.028,,,2328196275,138,0.101,49,49,2051545
Africa,0.036,,,1733828405,65,0.135,61,59,4190435
Africa,0.021,,,81873662519,578,0.06,77,73,6154623
Africa,0.035,,,9880703883,18,0.6,66,63,22293914
Africa,0.04,,,4240492849,25,0.323,55,55,15906483
Africa,0.047,,,10340794110,42,,54,55,14853572
Africa,0.034,,,3958701369,52,0.17,63,60,3796141
Africa,0.011,,,11442063228,444,0.087,77,70,1291167
Africa,0.023,,,95981572517,190,,72,69,32521143
Africa,0.039,,,14376457305,37,0.168,51,49,25203395
Africa,0.026,,,13399386550,473,0.087,67,61,2259393
Africa,0.05,,,6773185511,25,,58,58,17157042
Africa,0.042,,,462979000000,94,0.168,52,52,168833776
Africa,0.036,,,7133378888,66,,65,62,11457801
Africa,0.035,,,263328450,109,0.262,68,64,188098
Africa,0.038,,,14045680427,51,,65,62,13726021
Africa,0.019,,,1032199341,521,0.122,78,68,88303
Africa,0.037,,,3787392596,96,0.21,46,45,5978727
Africa,0.044,,,,,,56,53,10195134
Africa,0.021,,,382338000000,645,0.088,58,54,52274945
Africa,0.037,,,10560000000,27,,56,54,10837527
Africa,0.034,,,63029562337,115,,64,60,37195349
Africa,0.03,,,4049589166,259,0.088,48,49,1230985
Africa,0.04,,,28248631876,41,0.155,62,60,47783107
Africa,0.037,,,3915754216,41,,57,55,6642928
Africa,0.019,,,45238491581,297,,77,73,10777500
Africa,0.044,,,20032237910,44,0.263,60,58,36345860
Africa,0.043,,,20596424325,96,0.121,59,55,14075099
Africa,0.032,,,12472416688,,,59,57,13724317
Asia,0.035,,,20506795254,51,0.15,62,59,29824536
Asia,0.014,,,9958217880,150,0.172,78,71,2969081
Asia,0.019,,,68730906314,398,0.183,74,68,9295784
Asia,0.02,,,116034000000,26,0.13,71,70,154695368
Asia,0.02,,,1861157558,90,0.14,68,68,741822
Asia,0.016,,,16953952625,939,0.055,80,77,412238
Asia,0.026,,,14054443213,51,,74,69,14864646
Asia,0.012,,,8229490000000,322,0.06,77,74,1350695000
Asia,0.014,,,15846484588,333,0.148,78,70,4490700
Asia,0.013,,,262630000000,,0.05,86,81,7154600
Asia,0.021,,,1858740000000,61,0.106,68,65,1236686732
Asia,0.019,,,876719000000,108,0.118,73,69,246864191
Asia,0.008,,451501,5937770000000,4752,0.014,86,80,127561489
Asia,0.023,,,203517000000,521,,74,65,16791425
Asia,0.014,,,,,,73,66,24763188
Asia,0.01,,263002,1222810000000,1703,0.054,85,78,50004441
Asia,0.028,,,6605133551,84,0.128,74,66,5607200
Asia,0.027,,,9386913253,40,,69,66,6645827
Asia,0.01,,,42981497744,,0.053,82,78,556783
Asia,0.018,,,305033000000,410,0.048,77,73,29239927
Asia,0.022,,,2113179304,558,0.105,79,77,338442
Asia,0.023,,,10321968595,232,0.181,71,63,2796484
Asia,0.017,,,,20,0.13,67,63,52797319
Asia,0.022,,,19206800719,36,,69,67,27474377
Asia,0.026,,,224880000000,39,0.135,67,66,179160111
Asia,0.025,,,250182000000,119,0.057,72,65,96706764
Asia,0.01,,,286908000000,2426,0.054,85,80,5312400
Asia,0.018,,,59393056426,89,0.133,77,71,20328000
Asia,0.033,,,7633049792,55,0.252,71,64,8008990
Asia,0.01,,,365966000000,215,0.071,78,71,66785001
Asia,0.036,,,1355000000,50,0.122,69,66,1148958
Asia,0.022,,,35164210526,129,,70,61,5172931
Asia,0.021,,,51183443225,105,,72,65,29774500
Asia,0.016,,,155820000000,102,0.135,80,71,88772900
Europe,0.013,,,12344532541,228,0.109,80,74,2801681
Europe,0.01,,,,3057,,,,78360
Europe,0.009,,32896,394458000000,5407,,84,78,8429991
Europe,0.012,,,63615445567,339,0.195,78,67,9464000
Europe,0.011,,57286,482918000000,4711,,83,78,11128246
Europe,0.009,,,16853238733,447,0.069,79,74,3833916
Europe,0.01,,,51303659418,516,0.097,78,71,7305888
Europe,0.01,,,56155732957,908,0.095,80,74,4267558
Europe,0.012,,,22766912960,1949,,82,78,1128994
Europe,0.01,,42823,196446000000,1432,0.054,81,75,10510785
Europe,0.01,,17041,315164000000,6304,,82,78,5591572
Europe,0.011,,5721,22376042498,1010,0.057,82,72,1325016
Europe,0.013,,,,,,85,80,49506
Europe,0.011,,33475,247143000000,4232,,84,78,5413971
Europe,0.013,,251706,2611220000000,4690,,86,79,65676758
Europe,0.008,,307381,3425960000000,4683,,83,79,80425823
Europe,0.009,,25991,248424000000,2044,,83,78,11092771
Europe,0.009,,23499,124600000000,987,0.09,79,72,9920362
Europe,0.014,,6021,13586213061,3872,0.083,84,82,320716
Europe,0.016,,13350,210638000000,3708,,83,79,4586897
Europe,,,,,,,,,85284
Europe,0.009,,158616,2013270000000,3032,0.052,86,80,59539717
Europe,0.018,,,6445460830,,0.129,73,68,1807106
Europe,0.01,,,28372577697,792,0.055,79,69,2034319
Europe,0.01,,,,,,85,80,36656
Europe,0.01,,,42343559196,859,,80,68,2987773
Europe,0.011,,4080,55143457330,7452,,84,79,530946
Europe,0.011,,,9576482628,327,0.085,77,73,2105575
Europe,0.01,,,8863076923,1835,0.047,83,79,419455
Europe,0.012,,,7284686576,239,0.134,73,65,3559519
Europe,,,,,6708,,,,37579
Europe,0.012,,,4045813953,493,0.096,77,72,621081
Europe,0.011,,78220,770067000000,5737,0.016,83,79,16754962
Europe,0.012,,29818,500030000000,9055,,84,80,5018573
Europe,0.01,,96543,490213000000,854,,81,73,38535873
Europe,0.009,,21949,212140000000,1905,,84,77,10514844
Europe,0.01,,,169396000000,420,0.113,78,71,20076727
Europe,0.013,,,2017470000000,887,0.091,76,65,143178000
Europe,0.01,,,,3792,,,,31247
Europe,0.009,,,38110737579,561,0.182,78,73,7199077
Europe,0.01,,16676,91347809328,1326,,80,73,5407579
Europe,0.011,,7143,45379174408,1942,,83,77,2057159
Europe,0.01,,124679,1322480000000,2808,,85,80,46761264
Europe,0.012,,48877,523941000000,5319,,84,80,9519374
Europe,0.01,,25500,631183000000,8980,0.027,85,81,7996861
Europe,0.017,,115701,788863000000,665,,78,72,73997128
Europe,0.011,,,176603000000,293,0.184,76,66,45593300
Europe,0.013,,192381,2461770000000,3647,0.005,84,80,63695687
Middle East,0.016,,,30362317939,895,0.06,77,76,1317827
Middle East,0.019,,,502729000000,490,0.11,76,72,76424443
Middle East,0.031,,,215838000000,226,0.13,73,66,32578209
Middle East,0.022,,24079,257622000000,2289,0.056,84,80,7910500
Middle East,0.028,,,31015239496,388,0.088,75,72,6318000
Middle East,0.021,,,183219000000,1428,0.05,75,73,3250496
Middle East,0.013,,,43205095854,675,0.072,82,78,4424888
Middle East,0.021,,,78289467471,690,0.057,79,75,3314001
Middle East,0.011,,,189945000000,2029,0.054,79,78,2050514
Middle East,0.02,,,733956000000,795,,77,74,28287855
Middle East,0.024,,,,105,,78,72,22399254
Middle East,0.015,,,383799000000,1343,,78,76,9205651
Middle East,0.031,,,31992801303,71,0.245,64,62,23852409
Oceania,,,,,,,,,55128
Oceania,0.014,,133681,1532410000000,6140,0.07,84,80,22723900
Oceania,0.021,,,4035420973,177,0.07,73,67,874742
Oceania,0.017,,,,,,78,74,273814
Oceania,0.017,,,,,,81,76,162810
Oceania,0.023,,,174984469,187,,71,66,100786
Oceania,,,,173000000,590,,,,52555
Oceania,0.024,,,326160961,405,0.143,70,68,103395
Oceania,0.016,,,,,,79,73,258000
Oceania,0.014,,18566,171461000000,3292,0.058,83,79,4433000
Oceania,0.029,,,15653921367,114,0.108,64,60,7167010
Oceania,0.027,,,684273267,245,0.099,76,70,188889
Oceania,0.031,,,999972421,148,0.113,69,66,549598
Oceania,0.026,,,471575497,238,0.1,75,70,104941
Oceania,0.027,,,786938335,116,0.061,73,69,247262
The Americas,0.017,,,1194074074,681,0.102,78,73,89069
The Americas,0.017,,,603153000000,995,0.141,80,72,41086927
The Americas,0.01,,,,,0.092,78,73,102384
The Americas,0.015,,,8149004000,1647,0.048,78,72,371960
The Americas,0.013,,,4224850000,938,0.087,78,73,283221
The Americas,0.024,,,1572500000,259,0.124,77,71,324060
The Americas,0.012,,,5473536000,,,82,77,64798
The Americas,0.026,,,27035110130,149,0.111,69,65,10496285
The Americas,0.015,,,2248780000000,1056,0.366,77,70,198656019
The Americas,0.011,,252651,1821450000000,5741,0.03,83,79,34754312
The Americas,0.013,,,,,,,,57570
The Americas,0.014,,32720,266259000000,1103,0.101,82,77,17464814
The Americas,0.019,,,370328000000,530,0.126,78,70,47704427
The Americas,0.015,,,45374788701,951,0.182,82,78,4805295
The Americas,0.01,,,,558,,81,77,11270957
The Americas,0.013,,,,,,,,152056
The Americas,,,,495555556,392,0.09,,,71684
The Americas,0.021,,,58920504571,310,0.155,76,70,10276621
The Americas,0.021,,,84039856000,361,,79,73,15492264
The Americas,0.02,,,23813600000,254,,77,68,6297394
The Americas,0.014,,,,,,,,56810
The Americas,0.019,,,801481467,478,0.097,75,70,105483
The Americas,0.031,,,50388454861,226,0.135,75,68,15082831
The Americas,0.021,,,2851154076,235,0.139,69,63,795369
The Americas,0.026,,,7890216508,53,0.089,65,61,10173775
The Americas,0.026,,,18564264545,195,0.185,76,71,7935846
The Americas,0.015,,,14794802081,318,0.176,76,71,2707805
The Americas,0.019,,191924,1186460000000,618,0.047,80,75,120847477
The Americas,0.023,,,10644973606,144,0.12,78,71,5991733
The Americas,0.02,,,37956200000,723,0.069,80,75,3802281
The Americas,0.024,,,24611040343,392,0.172,74,70,6687361
The Americas,0.02,,,192636000000,337,0.192,77,72,29987800
The Americas,0.011,,,101081000000,,,82,75,3651545
The Americas,,,,,,,,,39088
The Americas,,,,731851852,825,0.087,,,53584
The Americas,0.016,,,1318148148,556,0.095,77,72,180870
The Americas,0.016,,,,,,82,76,30959
The Americas,0.017,,,694444444,340,0.094,75,70,109373
The Americas,0.018,,,5012121212,521,0.117,74,68,534541
The Americas,0.015,,,23436342520,972,0.077,74,66,1337439
The Americas,,,,,,,,,32427
The Americas,0.013,,2132446,16244600000000,8895,0.033,81,76,313873685
The Americas,0.015,,,50004354667,1308,0.112,80,74,3395253
The Americas,0.02,,,381286000000,593,0.164,78,72,29954782
The Americas,0.011,,,,,,83,76,105275
